Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
305496,Lisa,Wolfe,F,1975-10-27,418.19,2023-07-24,Tucker-Gibson,Electronics
184957,Jessica,Crane,F,1995-10-22,133.17,2023-03-26,"Chapman, Jefferson and Dawson",Clothing
328564,Stephanie,Mcdonald,F,1952-11-01,95.74,2023-02-24,"Jordan, Pineda and Sanders",Market
930951,Christopher,Bush,,1970-10-28,62.45,2023-01-25,Hernandez LLC,Cosmetic
755736,Michael,Winters,F,2000-10-20,755.81,2023-08-26,Brown Group,Electronics
423555,Jade,Boyd,M,1991-10-23,367.7,2023-10-02,Mendoza-Castro,Market
780794,Meghan,Miller,F,1975-10-27,77.17,2023-01-24,Vaughn-Dennis,Clothing
258607,Kenneth,Singh,M,1948-11-02,49.83,2023-03-14,Sims-Jones,Clothing
220843,Jennifer,Johnson,F,1974-10-27,187.32,2023-05-08,"Ray, Burton and Miller",Cosmetic
849521,Amy,Gonzales,F,2003-10-20,296.01,2023-07-18,Bell-Merritt,Electronics
584904,Nicole,Harrison,,1983-10-25,485.86,2023-08-10,Jacobson Ltd,Market
943214,Leslie,Sutton,F,1954-11-01,175.41,2023-05-16,Webb-Hines,Cosmetic
753266,Kelli,Brown,M,2005-10-19,446.39,2023-04-12,Jordan-Hines,Market
291630,Sheri,Bell,F,2001-10-20,192.56,2023-03-28,Wu-Elliott,Electronics
914033,Nicole,Farmer,M,1957-10-31,162.9,2023-09-13,"Kelly, Turner and Stokes",Cosmetic
169463,Michael,Ramirez,F,1970-10-28,92.41,2023-05-01,Jackson-Crawford,Restaurant
150203,Melissa,Dixon,F,1961-10-30,131.55,2023-07-05,Carroll and Sons,Cosmetic
58732,Amber,Hardin,M,1974-10-27,73.93,2023-01-11,Williams-Lara,Clothing
937384,Eric,Barnes,M,1964-10-29,446.41,2023-04-16,"Patterson, Thompson and Newman",Market
134143,Diana,Thompson,F,1973-10-27,860.43,2023-10-14,Reyes and Sons,Electronics
258696,David,Morris,F,1970-10-28,355.56,2023-01-28,"Atkinson, Meadows and Anderson",Market
574774,Jamie,Riley,M,1978-10-26,223.92,2023-08-10,Woodward-Andersen,Market
212891,Seth,Trevino,M,1961-10-30,43.52,2023-10-09,Green Inc,Restaurant
635557,Zachary,Hanson,F,1956-10-31,128.87,2023-01-25,Daniel-Taylor,Clothing
408984,James,Thomas,M,1961-10-30,258.61,2023-05-04,"Acosta, Rivas and Brown",Travel
765024,Eric,Gutierrez,F,1991-10-23,86.95,2023-04-16,Mills-Henson,Restaurant
73678,Raymond,Sanders,F,1949-11-02,26.69,2023-09-28,Farley-Cannon,Cosmetic
58905,Christina,Mullen,M,1977-10-26,364.96,2023-06-24,Jones PLC,Electronics
600524,Melissa,Anderson,F,1952-11-01,249.99,2023-04-15,"Thomas, Sweeney and Sweeney",Clothing
404834,Terri,Wilkinson,M,2000-10-20,93.19,2023-01-19,"Reynolds, Jackson and Anderson",Clothing
834218,Angelica,Jackson,M,1996-10-21,78.96,2023-04-26,"Gonzalez, Hall and Calderon",Restaurant
559948,David,Oliver,,1997-10-21,356.12,2023-09-06,Hughes-Stanton,Market
540252,Darius,Moore,M,1963-10-30,91.95,2023-02-18,Snyder-Franco,Cosmetic
299061,Kendra,Figueroa,M,1958-10-31,93.15,2023-03-01,Ross-Jimenez,Restaurant
977956,Kristina,Taylor,,1997-10-21,13.08,2023-02-02,"Campbell, Ramirez and Bush",Restaurant
62481,Julia,Bright,F,1986-10-24,587.36,2023-08-08,Wright PLC,Travel
969565,Richard,Rivera,F,1953-11-01,194.86,2023-05-18,"Hurst, Lee and Rasmussen",Clothing
51317,Karen,Young,M,2002-10-20,426.46,2023-03-08,"Thompson, Andrews and Adams",Market
676109,Ruth,Bates,F,1991-10-23,67.34,2023-06-15,Fox Ltd,Cosmetic
921048,Sharon,Dixon,M,2002-10-20,274.5,2023-01-25,"Cooper, Harrell and Lowe",Clothing
563491,Andrea,Norris,M,1950-11-02,219.27,2023-01-14,"Branch, Gonzalez and Morrison",Clothing
576162,Brian,Jackson,F,1954-11-01,69.87,2023-03-16,"Woodard, Martinez and Holland",Clothing
943934,Tammy,Medina,M,1958-10-31,25.65,2023-10-05,Nguyen-Henderson,Cosmetic
322466,Christopher,Rodgers,M,1988-10-23,498.4,2023-02-08,"Espinoza, Flowers and Garza",Travel
968828,Elizabeth,Kerr,M,1962-10-30,380.23,2023-08-29,"Johnson, Patterson and Love",Market
443978,Denise,Smith,M,1959-10-31,1855.23,2023-01-06,Clark Inc,Travel
835699,Tara,Massey,M,1965-10-29,188.05,2023-04-18,"Johnson, Horne and Villegas",Cosmetic
385246,Mark,Cardenas,M,1969-10-28,92.7,2023-05-05,Nelson-Clark,Clothing
148748,Jamie,Hughes,,1966-10-29,62.26,2023-06-01,Figueroa-Leblanc,Restaurant
75476,Bobby,James,M,1967-10-29,99.04,2023-06-09,Rivera-Schwartz,Restaurant
432399,Michael,Bush,F,1970-10-28,326.51,2023-04-18,Caldwell LLC,Market
497898,Justin,Stevenson,F,1983-10-25,2072.92,2023-05-24,"Williams, Smith and Griffith",Travel
160706,Seth,Lane,M,2001-10-20,111.67,2023-03-07,Thornton-Craig,Electronics
496135,Matthew,Carr,F,1961-10-30,307.35,2023-05-08,"Oneill, Johnson and Williams",Electronics
340241,Emily,Dixon,M,1955-11-01,912.24,2023-04-13,Ingram Ltd,Travel
86925,Melinda,Henson,M,1989-10-23,297.08,2023-01-01,Johnson PLC,Clothing
537613,Amber,Stevens,M,1984-10-24,76.97,2023-09-26,"Thompson, Garcia and Bowers",Restaurant
375839,Matthew,Oneill,,1959-10-31,89.32,2023-09-22,Davenport LLC,Cosmetic
974503,Andrew,Thomas,F,1975-10-27,35.97,2023-04-17,Vega-Reilly,Restaurant
448468,Janice,Berry,,1997-10-21,143.63,2023-09-12,Doyle and Sons,Electronics
920807,Katie,Thomas,M,1981-10-25,147.91,2023-04-03,Henry Group,Cosmetic
495644,Melissa,Watts,F,1993-10-22,104.64,2023-06-29,Marsh-West,Cosmetic
576471,Carla,Cooper,M,1961-10-30,60.22,2023-07-23,Newman-Sanchez,Cosmetic
608698,Denise,Moore,M,1951-11-02,144.13,2023-08-24,Mccarthy Ltd,Clothing
294377,Christopher,Contreras,,2003-10-20,48.63,2023-06-14,"Williams, Bird and Salazar",Clothing
920219,James,Barnes,M,1976-10-26,332.79,2023-04-01,Alvarez-Casey,Market
674669,Diana,Holmes,M,1997-10-21,113.0,2023-07-16,"Chavez, Hall and Woods",Cosmetic
29930,Ivan,Schaefer,M,1960-10-30,2054.88,2023-02-24,"Weber, Ortega and Lynch",Travel
265417,Michael,Hester,F,1957-10-31,75.92,2023-01-24,Kelly Group,Cosmetic
279759,Robin,Murillo,F,1955-11-01,89.36,2023-08-23,Holder Inc,Restaurant
905664,Jacob,Sullivan,F,2005-10-19,931.14,2023-05-27,Lee and Sons,Travel
431346,Cassandra,Allen,F,1951-11-02,1364.3,2023-06-29,"Guzman, Novak and Alvarez",Travel
84488,Shawn,Pope,M,2002-10-20,496.56,2023-05-18,Choi-Garcia,Market
744655,Larry,Williams,M,1960-10-30,276.62,2023-04-17,Patterson Inc,Clothing
263040,William,Brown,,1992-10-22,37.93,2023-04-01,"Mora, Howe and Bell",Clothing
803189,Vickie,Schmidt,M,2000-10-20,51.79,2023-05-10,Morales PLC,Clothing
124609,Carl,Guerrero,F,1954-11-01,163.15,2023-01-20,"Reyes, Small and Bartlett",Cosmetic
301043,Veronica,Lewis,M,1952-11-01,236.3,2023-06-23,"Holmes, Velasquez and Flynn",Market
138883,Brittany,Clayton,F,2000-10-20,713.82,2023-01-09,Lewis and Sons,Electronics
278891,Brandon,Jackson,M,1954-11-01,164.6,2023-03-23,Malone PLC,Cosmetic
961214,Charles,Rhodes,M,1958-10-31,12.29,2023-03-13,"Whitaker, Pope and Cook",Restaurant
764156,Kathleen,Crawford,M,1992-10-22,51.35,2023-04-08,"Johnson, Byrd and Hall",Cosmetic
31786,Tyrone,Schaefer,M,1951-11-02,514.14,2023-05-02,Sanchez-Singh,Electronics
106142,Holly,Garza,F,1955-11-01,241.3,2023-02-14,"Johnson, Johnson and Wood",Market
33397,Victoria,Silva,F,1973-10-27,171.14,2023-05-23,Hernandez Group,Cosmetic
752619,Sheri,Wells,F,1950-11-02,41.54,2023-02-10,Jones PLC,Restaurant
339014,Eric,Hamilton,M,2001-10-20,70.65,2023-08-21,Coleman-Peterson,Clothing
775723,Steven,Clark,M,1969-10-28,2938.59,2023-01-13,"Graham, Steele and Mcclure",Travel
412265,Brandon,Bean,F,1986-10-24,429.89,2023-05-04,"Hunter, Thompson and Ross",Market
740286,Lynn,Walters,F,1971-10-28,76.6,2023-07-28,Cabrera Group,Market
743506,Ross,Campbell,F,1976-10-26,56.56,2023-09-29,Roth-Maldonado,Clothing
60044,David,Schmidt,M,1958-10-31,572.86,2023-08-28,Smith Group,Travel
243429,Bradley,Patel,F,1982-10-25,41.18,2023-04-04,"Dougherty, Tate and Leonard",Cosmetic
434409,Luis,Aguilar,F,2001-10-20,20.84,2023-08-12,Hunt Group,Cosmetic
359902,Austin,Carter,,2004-10-19,50.62,2023-06-14,"Gray, Munoz and Graham",Clothing
269279,John,Watts,M,1959-10-31,1200.92,2023-01-23,Obrien LLC,Travel
961467,Megan,Peterson,M,1993-10-22,465.86,2023-04-20,"Aguilar, Miller and Thompson",Electronics
862762,Caroline,Wheeler,M,2002-10-20,104.15,2023-04-22,Hunter-Rice,Clothing
25306,Andrea,Tucker,M,1995-10-22,165.98,2023-06-21,Wise-Houston,Electronics
493890,Michelle,Young,F,1983-10-25,45.33,2023-07-18,Gibbs Group,Clothing
861277,James,Guerra,M,1954-11-01,82.7,2023-01-04,"Oconnell, King and Hill",Restaurant
319458,Leroy,Lang,M,1984-10-24,254.38,2023-07-11,Wiley Ltd,Electronics
86231,Sheena,Romero,,1967-10-29,54.5,2023-08-24,Rivers Group,Restaurant
428031,Christopher,Wright,F,2005-10-19,1583.19,2023-05-31,Maldonado and Sons,Travel
166618,Marc,Lee,F,1949-11-02,437.35,2023-10-05,Ellis and Sons,Market
989555,Patricia,Nichols,F,1977-10-26,183.6,2023-07-29,"Zimmerman, Moon and Evans",Market
961782,Shelby,Haynes,F,1954-11-01,11.1,2023-09-28,"Hurley, Sweeney and Brooks",Restaurant
780993,Eric,Joseph,F,1977-10-26,37.93,2023-01-29,Gonzalez Ltd,Restaurant
597468,Robert,Allen,F,1949-11-02,141.41,2023-01-20,Chavez PLC,Electronics
170146,Laura,Torres,F,1967-10-29,248.41,2023-07-10,Gonzalez-Benjamin,Market
540739,Craig,Larson,M,1991-10-23,230.27,2023-08-23,Ayers LLC,Market
988034,Richard,Hess,F,1957-10-31,85.57,2023-05-14,Garcia Inc,Restaurant
915145,Todd,Stephens,F,1976-10-26,143.68,2023-09-02,Jackson LLC,Cosmetic
944898,Fred,Collins,M,1980-10-25,75.06,2023-07-12,Schroeder-Ramsey,Market
934774,Bradley,Bishop,M,1970-10-28,123.97,2023-03-03,"Ferrell, Vasquez and Lopez",Cosmetic
372765,Maureen,Thomas,,1963-10-30,278.48,2023-08-16,Flores and Sons,Electronics
70908,Ashley,Walker,F,1997-10-21,165.59,2023-06-02,"Hughes, Kelly and Elliott",Market
634477,Melvin,Martin,M,1966-10-29,21.51,2023-06-03,Montoya Ltd,Clothing
873645,Michael,Horton,,1975-10-27,275.12,2023-01-05,Campbell-Johnston,Market
643153,Amanda,Santos,M,1979-10-26,88.91,2023-09-14,"Frazier, Bryant and Smith",Restaurant
172635,Logan,Walton,M,1957-10-31,756.58,2023-03-09,Simpson Inc,Electronics
185173,Trevor,Mitchell,M,1978-10-26,51.59,2023-04-27,Guzman-Evans,Clothing
843098,Larry,Herring,M,2001-10-20,372.56,2023-06-12,"King, Medina and Edwards",Market
382397,Krystal,Cunningham,F,1981-10-25,49.81,2023-03-26,"Norton, Melendez and Dodson",Restaurant
472217,Jessica,Mendez,F,2001-10-20,83.99,2023-06-11,Molina Group,Restaurant
523612,Nancy,Walters,,1984-10-24,85.94,2023-02-16,"Arnold, Johnson and Castro",Cosmetic
245671,Aaron,Mccarthy,M,1956-10-31,113.13,2023-08-10,Shields Inc,Market
812876,Daniel,Vega,F,1991-10-23,324.9,2023-04-03,Duffy PLC,Market
487105,Travis,Young,F,1959-10-31,10.76,2023-09-02,"Wells, Williams and Schultz",Restaurant
559790,Ann,Waller,F,1998-10-21,845.37,2023-02-18,Moran PLC,Electronics
920172,Adrian,Eaton,M,1954-11-01,146.63,2023-06-01,"Lewis, Johnson and Knapp",Clothing
884864,Catherine,Cooper,M,2001-10-20,62.7,2023-06-24,"Garrison, Quinn and Hernandez",Clothing
368103,Stephanie,Lyons,M,1982-10-25,756.64,2023-06-16,"Johnson, Johnson and Mitchell",Electronics
772504,Emily,Martin,F,2001-10-20,226.66,2023-06-30,Wade and Sons,Market
424837,James,Huynh,M,1979-10-26,75.16,2023-01-10,Nolan and Sons,Clothing
357929,Rachael,Hood,M,1976-10-26,182.45,2023-06-23,"Johns, Espinoza and Scott",Cosmetic
93271,Roger,Lewis,,2000-10-20,141.03,2023-06-22,Sherman-Washington,Clothing
724055,Luis,Thomas,,2003-10-20,993.28,2023-04-15,Ferguson Inc,Electronics
546902,Michelle,Patterson,F,1959-10-31,93.51,2023-09-21,"Watkins, Yoder and Bradley",Clothing
236464,Justin,Wolfe,M,1977-10-26,89.68,2023-02-03,Jacobs-Lynch,Restaurant
627721,Carol,Johnson,F,1992-10-22,41.36,2023-08-16,"Medina, Carpenter and Ruiz",Cosmetic
867344,Robert,Silva,M,1965-10-29,99.63,2023-03-05,"Mendoza, Holt and Harrington",Clothing
364017,Eric,Leonard,F,1990-10-23,637.32,2023-08-19,Hayden-Meyer,Electronics
713105,Jeremy,Hernandez,M,1976-10-26,107.49,2023-07-19,Torres Inc,Cosmetic
665875,Charles,Cooper,M,1958-10-31,24.79,2023-06-07,"Martin, James and Hill",Market
169985,Daniel,Miller,M,1998-10-21,53.44,2023-05-17,"Lozano, Flores and Williams",Cosmetic
923090,Gabriel,Cortez,M,1979-10-26,142.81,2023-02-23,Simon Inc,Cosmetic
504076,Lisa,Marquez,F,1979-10-26,186.86,2023-06-15,Tate-Jackson,Clothing
774009,Paul,Smith,M,1985-10-24,94.62,2023-01-13,"Brady, Harrison and Williams",Cosmetic
116906,Jose,Guerra,M,1994-10-22,357.26,2023-08-26,Branch-Anderson,Market
767121,Jessica,Ford,F,1961-10-30,125.14,2023-09-13,Black-Gordon,Market
979824,Tammy,Decker,M,1989-10-23,2598.11,2023-04-16,"Smith, Goodman and Campos",Travel
932274,Cory,Smith,F,1973-10-27,449.76,2023-05-08,"Thomas, Lopez and Mullins",Market
261868,Austin,Todd,F,1987-10-24,40.95,2023-04-22,Young LLC,Clothing
367949,Jonathan,Hammond,M,1976-10-26,73.28,2023-06-02,"Morgan, Rogers and Jackson",Cosmetic
317971,William,Carter,M,1982-10-25,93.39,2023-07-14,Morrow-Rivera,Clothing
960248,Kimberly,Williams,M,1978-10-26,73.49,2023-09-23,"Perez, Summers and Carter",Clothing
303253,Travis,Smith,F,2005-10-19,181.9,2023-02-08,Smith Ltd,Cosmetic
154136,Oscar,Griffith,M,1976-10-26,334.79,2023-04-19,Davies-Martinez,Market
949408,Susan,Daugherty,M,1996-10-21,62.71,2023-10-01,Martin-Clark,Cosmetic
348735,Christine,Black,F,1979-10-26,590.23,2023-05-08,Edwards-Wyatt,Travel
797556,Laura,Haynes,F,1955-11-01,2418.6,2023-02-13,Perez-Martinez,Travel
317849,Albert,Miller,F,1950-11-02,169.2,2023-04-21,"Lester, Copeland and Maldonado",Cosmetic
270931,Samantha,Costa,F,1982-10-25,5.44,2023-04-12,"Scott, Washington and Ritter",Market
667973,Caleb,Zuniga,M,1958-10-31,195.64,2023-10-10,"Flores, Pierce and Bates",Cosmetic
81454,Donna,Maldonado,M,1964-10-29,66.2,2023-03-06,Burgess LLC,Restaurant
552499,Jessica,Lucas,F,1974-10-27,168.52,2023-03-13,"Torres, Walsh and Heath",Cosmetic
158648,Joel,Jones,F,1956-10-31,94.25,2023-01-22,Smith PLC,Market
629255,Christopher,Cervantes,M,1953-11-01,2825.27,2023-03-29,Hill Inc,Travel
552519,Christine,Patterson,M,2004-10-19,104.03,2023-07-17,Carlson PLC,Cosmetic
184857,Thomas,Jones,F,1949-11-02,57.3,2023-10-01,Rios-Taylor,Restaurant
611599,Barbara,Soto,M,1958-10-31,279.32,2023-05-26,Woodard-Anthony,Electronics
59736,Randall,Martin,M,1974-10-27,910.39,2023-01-15,Roberts and Sons,Electronics
95675,Robin,Harrington,F,1963-10-30,244.68,2023-09-08,"Berger, Johnson and Kelley",Clothing
243132,Kelly,Richards,,1997-10-21,566.38,2023-02-22,Jackson-Fritz,Travel
689309,Justin,Nunez,M,1992-10-22,1980.34,2023-07-06,"Conrad, Webster and Coleman",Travel
974133,Christopher,Brown,F,1952-11-01,2994.22,2023-07-28,Henderson and Sons,Travel
265229,Hailey,Lewis,F,1988-10-23,115.4,2023-07-16,Jimenez-Moody,Clothing
851410,Rhonda,Campbell,F,1993-10-22,852.86,2023-01-02,"Rogers, Torres and Lang",Travel
347488,Nicole,Dunlap,M,1978-10-26,178.52,2023-02-21,Odonnell-Cole,Cosmetic
480560,Steven,Bush,F,1962-10-30,138.61,2023-07-11,Ryan-Orozco,Market
890704,Bryan,Robinson,M,1994-10-22,413.65,2023-06-15,Gregory-Nielsen,Market
165393,Joseph,Jones,M,1961-10-30,147.35,2023-10-09,Kelly-Brown,Cosmetic
369507,Colleen,Webster,M,1950-11-02,58.17,2023-07-10,Hunter-Garrett,Cosmetic
899233,Ryan,Carroll,M,1973-10-27,248.3,2023-05-19,Juarez Group,Market
89046,Robert,Smith,M,2001-10-20,124.7,2023-01-01,"Mills, Martin and Smith",Cosmetic
660185,Donna,Beard,M,1948-11-02,399.36,2023-09-11,"Hancock, Harris and Williams",Market
979239,James,Rhodes,F,1983-10-25,214.99,2023-01-14,Brennan-White,Electronics
428637,Edwin,Davis,M,1966-10-29,170.63,2023-07-22,Carter-Hopkins,Market
569678,Gabriel,Holland,M,1993-10-22,1301.99,2023-05-09,"Anderson, David and Eaton",Travel
401238,Ashley,Noble,F,1981-10-25,112.83,2023-05-30,Higgins-Mccall,Cosmetic
699029,Heather,Wong,M,1974-10-27,1727.82,2023-03-05,Potter-Thompson,Travel
193164,William,Williams,F,1968-10-28,183.7,2023-09-27,"May, Allison and Harris",Market
903518,Robert,Santiago,F,1998-10-21,61.7,2023-06-18,Moore-Stephens,Cosmetic
676806,Whitney,Vaughan,F,1957-10-31,553.08,2023-02-09,"Haley, Jacobs and Webb",Electronics
159634,Melissa,Salinas,F,1990-10-23,895.45,2023-03-13,Vazquez Inc,Travel
626404,Amber,Taylor,F,1996-10-21,374.65,2023-06-13,"Noble, Dunlap and Flores",Market
899668,Holly,Watkins,M,1979-10-26,251.94,2023-08-13,"Wilson, Hamilton and Barnett",Electronics
682205,Peter,Green,F,1983-10-25,146.97,2023-02-07,Gilmore-Carroll,Cosmetic
997701,Patricia,Mills,F,1988-10-23,39.99,2023-09-21,Price Ltd,Clothing
457610,Sherry,Hanna,,1985-10-24,425.27,2023-03-10,"Hernandez, Clark and Evans",Electronics
426180,Joseph,Watson,M,1975-10-27,930.73,2023-03-02,"Rice, Smith and Avila",Electronics
598059,Lawrence,Ford,F,1949-11-02,21.89,2023-03-09,Cox-West,Clothing
287718,Tony,Thompson,F,1989-10-23,212.1,2023-07-15,Rogers PLC,Electronics
598110,Lisa,Baker,F,1984-10-24,120.54,2023-03-19,"Jimenez, King and Ramos",Electronics
851136,Amanda,Reynolds,,1983-10-25,392.46,2023-06-09,"Myers, Smith and Johnson",Market
536680,Erin,Franco,M,1994-10-22,2918.7,2023-06-16,Mcmahon Group,Travel
477034,Ethan,Small,F,1987-10-24,1362.0,2023-03-20,"Kelley, Jimenez and Smith",Travel
356350,Aaron,Hill,F,1957-10-31,730.06,2023-05-15,"Vasquez, Hart and Caldwell",Electronics
83507,Justin,Jimenez,M,1986-10-24,250.63,2023-05-15,Gutierrez-Thompson,Clothing
497635,Kenneth,Smith,M,1974-10-27,46.93,2023-02-20,Murphy Group,Market
565209,Erin,Farmer,F,1956-10-31,223.84,2023-09-28,Moreno Ltd,Clothing
273654,Michael,Wells,M,1958-10-31,1406.59,2023-08-22,"Bell, Soto and Garrett",Travel
498352,Donna,Mcdonald,M,1968-10-28,494.08,2023-01-18,Kennedy-Baker,Travel
456744,Andrea,Santos,M,1982-10-25,66.23,2023-01-12,Lamb and Sons,Cosmetic
181708,Sabrina,Richardson,M,1965-10-29,46.6,2023-03-09,Hoffman-Patel,Restaurant
21286,Mark,Long,M,1982-10-25,186.21,2023-04-16,Campbell-Butler,Cosmetic
779171,Scott,Sanchez,M,1981-10-25,247.41,2023-02-04,Clark Group,Clothing
788887,John,Parker,F,1957-10-31,137.16,2023-07-16,Walters Group,Clothing
390816,April,Adams,M,1972-10-27,348.55,2023-03-18,Johns and Sons,Electronics
696942,Richard,Buchanan,F,1961-10-30,639.93,2023-05-21,Oconnor-Mcfarland,Electronics
438325,Sherri,Roberts,M,1973-10-27,617.11,2023-06-27,Henry-Patel,Travel
187475,Nancy,Carney,M,1989-10-23,2487.06,2023-08-06,Martin LLC,Travel
880186,Denise,Smith,F,1982-10-25,129.08,2023-08-09,Walker Inc,Clothing
435306,Wendy,Harmon,,2001-10-20,68.12,2023-09-04,Castillo-Rivera,Restaurant
826398,Phillip,Pham,F,1984-10-24,2169.13,2023-06-08,"Richards, Mitchell and Shaw",Travel
974219,Donna,Allen,,1992-10-22,47.64,2023-05-28,Mccormick LLC,Restaurant
583671,Yvette,Sanchez,M,1995-10-22,69.24,2023-09-15,Higgins-Davis,Electronics
613404,Renee,Perez,F,1968-10-28,26.56,2023-04-08,Campbell-Moran,Cosmetic
902626,Lindsay,Thompson,M,1951-11-02,458.38,2023-05-22,"Price, Holmes and Burke",Travel
928620,Sarah,Hernandez,M,1985-10-24,37.97,2023-02-28,Stevenson Inc,Restaurant
535586,Elizabeth,Jackson,,1983-10-25,94.34,2023-03-07,Cook-Lin,Restaurant
582687,Sharon,Graham,M,1966-10-29,61.58,2023-03-25,"Rowe, Wu and Smith",Restaurant
100303,Amber,Irwin,M,1973-10-27,1912.18,2023-05-11,Moran LLC,Travel
24911,Christopher,Roach,F,1951-11-02,92.19,2023-08-11,"Washington, Beltran and Davis",Clothing
862638,Denise,Contreras,M,1998-10-21,21.15,2023-02-06,Macdonald-Collins,Clothing
899031,Mary,Campbell,M,1990-10-23,68.16,2023-06-20,Boyd and Sons,Clothing
647511,Andre,Thompson,M,1953-11-01,198.88,2023-08-08,Brown Inc,Electronics
519672,Alyssa,Davis,M,1980-10-25,85.91,2023-07-07,Lara Inc,Market
714383,Matthew,Ray,F,2000-10-20,61.79,2023-03-12,"Thomas, Compton and Nguyen",Restaurant
133765,Kimberly,Ware,F,1997-10-21,915.98,2023-04-15,Rivera-Castro,Electronics
171770,Timothy,Berg,M,1968-10-28,298.54,2023-06-10,"George, Howell and George",Travel
760115,Michael,Terrell,M,1987-10-24,400.4,2023-09-13,Perez LLC,Market
229006,Brenda,Washington,F,1983-10-25,411.5,2023-02-18,Garcia Inc,Travel
877627,Kristen,Hood,M,1989-10-23,230.65,2023-03-19,Hernandez-Green,Clothing
973563,Tammy,Brown,F,1949-11-02,200.74,2023-09-16,"Hunter, Collins and Nelson",Market
34098,Amber,Hoffman,F,1948-11-02,190.33,2023-05-14,White PLC,Cosmetic
572454,Desiree,Baker,F,1997-10-21,156.05,2023-04-09,Sanchez Inc,Travel
27786,Lindsey,Barnes,F,1998-10-21,304.21,2023-07-04,"Webb, Arnold and Collier",Market
550233,Brandon,Mcclain,F,1963-10-30,434.0,2023-05-01,Schmidt PLC,Market
599108,John,Ortiz,F,1961-10-30,181.77,2023-04-16,"Smith, Herrera and Griffin",Travel
412550,Lisa,Short,M,1973-10-27,286.07,2023-02-03,Adams-Watts,Clothing
796455,Jason,Holt,F,1975-10-27,244.86,2023-05-23,Bailey-Allison,Market
215074,Greg,Robinson,F,1990-10-23,192.7,2023-07-15,"Brennan, Jackson and Adams",Cosmetic
689585,David,Grant,F,1981-10-25,183.56,2023-07-04,Harris-Wade,Cosmetic
677530,Tony,Banks,,1984-10-24,130.44,2023-06-01,Morrow Inc,Market
884878,Joyce,Reynolds,,1948-11-02,26.0,2023-09-27,Crawford LLC,Restaurant
10051,Andrea,Harris,M,1960-10-30,54.82,2023-03-23,Thornton Ltd,Restaurant
333344,Richard,Bell,F,1989-10-23,29.03,2023-08-23,Leonard LLC,Restaurant
381058,Lisa,Roach,F,1978-10-26,1182.5,2023-10-09,Wilson-Smith,Travel
777728,Connor,Johnson,,1996-10-21,78.25,2023-08-27,Ross-Barrett,Restaurant
743081,Angela,Salinas,M,1999-10-21,64.0,2023-02-20,Smith-Mills,Market
872127,Emily,Watkins,M,1999-10-21,475.48,2023-07-17,Massey-Peterson,Market
334582,Veronica,Brown,M,1985-10-24,111.11,2023-03-31,"Ramirez, Ramirez and Cox",Cosmetic
533956,Andrew,Harris,F,1953-11-01,167.77,2023-04-28,White-Davis,Clothing
295787,Christopher,Nash,M,1996-10-21,193.12,2023-02-21,Keith Group,Cosmetic
543406,Becky,Gibbs,F,1959-10-31,892.69,2023-02-04,Coleman Group,Electronics
112541,John,Wheeler,F,1988-10-23,56.31,2023-04-25,"Mullins, Miller and Mejia",Cosmetic
996251,Lauren,Riley,F,1969-10-28,77.71,2023-03-27,Sullivan Ltd,Clothing
554538,Michelle,Garza,,1989-10-23,358.9,2023-02-23,Sanchez Inc,Market
145664,Alexander,Moore,M,2005-10-19,65.23,2023-06-30,Spencer-Lowe,Cosmetic
334616,Gabrielle,Smith,M,1978-10-26,264.63,2023-09-26,Ford Inc,Clothing
743027,Amy,Ramirez,,1972-10-27,69.03,2023-07-12,"Stephenson, Hall and Garcia",Market
583387,Regina,Bell,F,1989-10-23,2340.18,2023-06-18,Park PLC,Travel
506223,Doris,Murray,M,1999-10-21,2120.69,2023-09-10,"Hogan, Kerr and Mclean",Travel
289131,Lindsay,Farmer,M,1989-10-23,76.02,2023-07-21,"Hall, Barker and Mason",Restaurant
800803,Jeffrey,Evans,F,1965-10-29,15.93,2023-04-07,"Evans, Rowe and Brooks",Restaurant
781459,Keith,Anderson,F,1975-10-27,261.55,2023-08-25,"Ray, Cook and Russell",Market
714869,Patricia,Clay,M,1956-10-31,91.28,2023-01-02,"Rogers, Blankenship and Wilson",Clothing
859398,Max,Alvarado,F,1994-10-22,143.43,2023-05-25,"Knox, Gray and Palmer",Cosmetic
549964,Anna,Kennedy,,1964-10-29,116.96,2023-01-02,Steele-Ruiz,Cosmetic
326321,Austin,Rocha,M,1950-11-02,69.67,2023-08-28,Hoffman-Scott,Clothing
330411,Peter,Henry,F,1978-10-26,250.49,2023-03-09,Kerr-Francis,Clothing
693630,Rachel,Lee,F,1986-10-24,889.72,2023-06-20,Friedman-Long,Electronics
948597,Dawn,Freeman,M,1969-10-28,112.77,2023-10-04,Brooks-Harrington,Cosmetic
826760,Jeffrey,Martinez,,1952-11-01,412.81,2023-09-19,"Gutierrez, Kirby and Lewis",Market
173968,Teresa,Elliott,F,1975-10-27,1870.39,2023-02-07,Duran-Butler,Travel
308709,April,Young,M,1999-10-21,87.25,2023-10-14,Curtis-Hopkins,Cosmetic
818618,Samuel,Cummings,M,1971-10-28,224.14,2023-08-05,Rowland PLC,Clothing
370061,Justin,Hopkins,F,1996-10-21,367.28,2023-02-18,Hernandez and Sons,Electronics
